Location,Geographical Region,School Number,School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
"Rupandehi, Lumbini, Western",Terai,3998,"EBENEZER ENGLISH BOARDING SCHOOL BUTWAL, 48044",47.8,52.7,37.3,40.6,41.2,50.0,9,9,0,2,4,0,6,3,66.7
"Rupandehi, Lumbini, Western",Terai,3999,"BHAGALAPUR MA VI BHAGALAPUR MANAPAKADI, 48045",22.0,45.7,29.2,26.9,41.3,30.2,50,49,0,0,16,0,16,33,32.7
"Rupandehi, Lumbini, Western",Terai,4000,"PASCHIM PAHUNI MA VI, 48046",24.1,38.2,26.7,21.8,34.4,45.6,72,72,0,2,16,1,19,53,26.4
"Rupandehi, Lumbini, Western",Terai,4001,"KOTIHAWA ENGLISH SECONDARY SCHOOL MADHBALIYA, 48047",46.2,44.8,42.8,35.8,52.4,42.0,39,39,0,16,11,0,27,12,69.2
"Rupandehi, Lumbini, Western",Terai,4002,"BHIMSEN MEMORIAL HIGH SCHOOL SIDDHARTHANAGAR, 48048",46.4,53.0,65.1,44.6,57.6,49.8,13,13,0,7,6,0,13,0,100.0
"Rupandehi, Lumbini, Western",Terai,4003,"SAINA MAINA MA VI PAROHA, 48049",25.7,40.4,36.6,31.2,38.0,45.4,52,52,0,7,13,1,21,31,40.4
"Rupandehi, Lumbini, Western",Terai,4004,"KERWANI MA VI DEVDAHA, 48050",24.8,46.3,27.4,35.7,51.4,47.5,143,143,1,19,27,0,47,96,32.9
"Rupandehi, Lumbini, Western",Terai,4005,"SIDDHESWAR MA VI BUTWAL, 48051",25.1,46.5,34.6,29.3,47.1,50.1,65,65,0,6,16,0,22,43,33.8
"Rupandehi, Lumbini, Western",Terai,4006,"LUMBINI SISHU SADAN BOARDING SCHOOL, 48052",46.4,48.2,50.2,38.4,54.2,49.4,21,21,0,6,9,0,15,6,71.4
"Rupandehi, Lumbini, Western",Terai,4007,"NAYA GAUN MA VI TAMNAGAR, 48053",26.4,46.6,36.0,30.1,46.4,51.2,25,25,0,3,4,0,7,18,28.0
"Rupandehi, Lumbini, Western",Terai,4008,"SUNSHINE BOARDING HIGH SCHOOL SIDDHARTHANAGAR, 48054",49.3,48.4,52.7,42.5,51.9,53.9,93,93,11,41,25,0,77,16,82.8
"Rupandehi, Lumbini, Western",Terai,4009,"SIDDHARTHA ENGLISH BOARDING SCHOOL KALIKANAGAR, 48055",56.4,65.6,76.5,50.4,62.4,49.0,74,74,22,48,3,0,73,1,98.6
"Rupandehi, Lumbini, Western",Terai,4010,"PASHUPATI MA VI KOTIHAWA, 48056",26.9,40.4,31.0,25.6,43.8,41.0,93,93,0,8,29,5,42,51,45.2
"Rupandehi, Lumbini, Western",Terai,4011,"BUTWAL ELITE ENGLISH SCHOOL BUTWAL, 48057",55.6,61.6,69.5,46.3,58.2,48.4,50,50,6,37,4,0,47,3,94.0
"Rupandehi, Lumbini, Western",Terai,4012,"OXFORD ENGLISH BOARDING MA VI BUTWAL, 48058",60.7,59.1,62.7,42.0,57.6,52.7,46,46,7,35,4,0,46,0,100.0
"Rupandehi, Lumbini, Western",Terai,4013,"NAHARPUR MA VI BUTWAL-13, 48059",21.8,43.1,28.8,25.7,41.5,49.9,41,41,0,1,8,0,9,32,22.0
"Rupandehi, Lumbini, Western",Terai,4014,"RUDRAPUR MA VI RUDRAPUR, 48060",20.5,49.2,29.9,23.7,38.7,36.7,62,62,0,3,10,2,15,47,24.2
"Rupandehi, Lumbini, Western",Terai,4015,"MOTIPUR MA VI MOTIPUR, 48061",26.7,53.6,31.4,26.7,52.8,45.9,55,55,0,4,21,0,25,30,45.5
"Rupandehi, Lumbini, Western",Terai,4016,"ARANIKO ENGLISH SCHOOL BHALWARI, 48063",42.3,41.7,42.1,36.0,52.9,51.2,46,46,0,17,11,0,28,18,60.9
"Rupandehi, Lumbini, Western",Terai,4017,"LUMBINI BOARDING SCHOOL BUTWAL-6, 48064",55.4,54.9,53.8,45.5,52.4,54.3,54,54,8,32,5,0,45,9,83.3
"Rupandehi, Lumbini, Western",Terai,4018,"ARNIKO MEMORIAL ENGLISH BOARDING SCHOOL PULCHOWK, 48065",49.2,49.8,35.9,32.4,40.6,49.8,24,24,0,11,3,0,14,10,58.3
"Rupandehi, Lumbini, Western",Terai,4019,"LUMBINI GYAN NIKETAN MA VI RUDRAPUR-4, 48066",21.1,53.9,37.6,27.9,46.7,38.4,87,87,0,11,20,1,32,55,36.8
"Rupandehi, Lumbini, Western",Terai,4020,"PARAMOUNT BOARDING HIGH SCHOOL SHANKARNAGAR, 48067",61.3,52.6,81.6,41.1,68.0,56.9,151,151,33,113,5,0,151,0,100.0
"Rupandehi, Lumbini, Western",Terai,4021,"SIDDHI CHILDREN'S ACADEMY BOARDING SCHOOL BUTWAL-10, 48068",58.0,54.6,66.9,44.1,62.4,54.0,18,18,1,16,0,0,17,1,94.4
"Rupandehi, Lumbini, Western",Terai,4022,"NEW PINEWOOD ENGLISH BOARDING SCHOOL BUTWAL-5, 48069",47.5,47.2,48.0,33.4,48.6,45.6,36,36,3,12,6,0,21,15,58.3
"Rupandehi, Lumbini, Western",Terai,4023,"NEW ENVIRONMENT ENGLISH SECONDARY SCHOOL MANIGRAM, 48070",55.9,51.5,66.8,36.8,65.0,58.6,50,50,10,28,11,0,49,1,98.0
"Rupandehi, Lumbini, Western",Terai,4024,"EVEREST ENGLISH BOARDING SCHOOL BUTWAL-10, 48072",60.2,58.5,77.5,51.5,57.1,56.5,81,81,18,62,1,0,81,0,100.0
"Rupandehi, Lumbini, Western",Terai,4025,"LITTLE FLOWERS ENGLISH BOARDING SCHOOL PHARSATIKAR, 48073",38.6,52.4,45.0,35.6,51.1,41.9,86,86,2,34,23,0,59,27,68.6
"Rupandehi, Lumbini, Western",Terai,4026,"EAST WEST EDUCATION CENTRE BOARDING HIGH SCHOOL, 48074",37.8,41.7,44.7,36.8,45.8,44.7,6,6,0,0,4,0,4,2,66.7
"Rupandehi, Lumbini, Western",Terai,4027,"EVER SHINING ENGLISH BOARDING SCHOOL BUTAWAL, 48075",43.1,52.5,37.1,37.8,34.3,51.1,51,51,0,15,14,0,29,22,56.9
"Rupandehi, Lumbini, Western",Terai,4028,"MINERVA ENGLISH BOARDING HIGH SCHOOL PADSARI 5, 48076",51.4,58.4,70.9,53.9,61.9,57.1,36,36,4,31,1,0,36,0,100.0
"Rupandehi, Lumbini, Western",Terai,4029,"SUMMIT ENGLISH BOARDING SCHOOL PULCHOWK BUTAWAL, 48077",48.0,49.0,57.4,37.9,42.6,48.6,34,34,2,16,5,0,23,11,67.6
"Rupandehi, Lumbini, Western",Terai,4030,"ADARSH VIDYA MANDIR ENGLISH BOARDING SCHOOL SIDDHARTH, 48078",36.2,47.7,49.7,43.6,49.9,47.1,23,23,0,4,18,0,22,0,95.7
"Rupandehi, Lumbini, Western",Terai,4031,"PRABHAT ENGLISH BOARDING SCHOOL PARROHA JHARBAIRA, 48079",43.7,55.0,56.6,41.7,52.5,55.5,72,72,8,34,23,0,65,7,90.3
"Rupandehi, Lumbini, Western",Terai,4032,"IDEAL ENGLISH BOARDING SCHOOL DEEPNAGAR BUTAWAL, 48080",49.7,45.4,39.3,33.1,47.4,41.7,30,29,1,9,8,0,18,11,62.1
"Rupandehi, Lumbini, Western",Terai,4033,"KHADGA MA VI DURGANAGAR, 48081",24.8,39.6,33.5,23.7,35.6,37.6,38,38,0,0,12,2,14,24,36.8
"Rupandehi, Lumbini, Western",Terai,4034,"SEMARA BAZAR MA VI KARHIYA, 48082",20.8,36.5,23.3,28.5,38.5,43.4,60,59,0,4,8,0,12,47,20.3
"Rupandehi, Lumbini, Western",Terai,4035,"CANNON ENGLISH BOARDING SCHOOL SUKHANAGAR BUTAWAL, 48083",51.7,53.9,52.4,41.5,52.8,52.4,58,57,9,26,11,1,47,10,82.5
"Rupandehi, Lumbini, Western",Terai,4036,"BUTWAL GLORY ENGLISH BOARDING SCHOOL BELBAS BUTWAL, 48084",62.0,64.6,75.6,60.4,60.2,63.4,25,25,10,15,0,0,25,0,100.0
"Rupandehi, Lumbini, Western",Terai,4037,"BHABISYA NIRMAN MA VI DHEKAWAR KERAWANI, 48085",25.4,50.0,37.1,27.4,40.9,42.0,78,78,0,8,21,2,31,47,39.7
"Rupandehi, Lumbini, Western",Terai,4038,"JANA PRIYA MA VI DEVDAHA BHALUHI, 48086",23.2,43.2,18.2,37.2,46.3,48.8,45,45,0,6,3,0,9,36,20.0
"Rupandehi, Lumbini, Western",Terai,4039,"KUNWARWARTI ENGLISH BOARDING SCHOOL PRADEEPNAGAR, 48087",30.2,45.2,40.8,35.4,51.3,49.5,43,43,2,8,11,0,21,22,48.8
"Rupandehi, Lumbini, Western",Terai,4040,"GANESH GYAN JYOTI PUBLIC MA VI SEMLAR, 48088",37.5,50.1,45.6,40.9,51.3,42.0,47,47,1,14,13,0,28,19,59.6
"Rupandehi, Lumbini, Western",Terai,4041,"HAZI AINYATULLAH MA VI SEMRAHNA GONAHA, 48089",14.3,32.1,17.1,20.6,31.3,31.5,29,28,0,0,1,0,1,27,3.6
"Rupandehi, Lumbini, Western",Terai,4042,"NAMUNA ENGLISH BOARDING SCHOOL BUTWAL, 48090",36.2,42.8,28.7,38.1,35.0,43.8,16,16,0,4,4,0,8,8,50.0
"Rupandehi, Lumbini, Western",Terai,4043,"MOON LIGHT ENGLISH BOARDING SCHOOL SIDDHARTHA NAGAR, 48091",48.7,49.1,56.3,42.1,48.0,53.1,35,35,3,17,12,0,32,3,91.4
"Rupandehi, Lumbini, Western",Terai,4044,"RATNA VIDYA PEETH ENGLISH BOARDING SCHOOL GOLPARK, 48092",49.5,51.0,47.0,38.9,40.1,49.9,31,31,0,14,8,0,22,9,71.0
"Rupandehi, Lumbini, Western",Terai,4045,"NAVA PRABHAT ENGLISH SCHOOL SALJHANDI, 48093",51.6,62.5,76.1,50.3,53.5,55.5,48,48,5,41,2,0,48,0,100.0
"Rupandehi, Lumbini, Western",Terai,4046,"JAYCEES KINDERGARTEN HIGH SCHOOL SIDDHARTHA NAGAR, 48094",49.4,45.7,55.8,42.2,60.0,55.9,53,53,3,32,13,0,48,5,90.6
"Rupandehi, Lumbini, Western",Terai,4047,"CAMBRIDGE ENGLISH BOARDING SCHOOL KALIKANAGAR, 48095",45.8,48.6,38.6,32.0,58.5,43.6,13,13,0,5,4,0,9,4,69.2
"Rupandehi, Lumbini, Western",Terai,4048,"NEW STANDARD ENGLISH SCHOOL NAYAGAUN BUTWAL, 48096",46.9,57.0,52.0,44.9,50.6,53.7,29,29,4,12,6,0,22,7,75.9
"Rupandehi, Lumbini, Western",Terai,4049,"BRIHASPATI HIGHER SECONDARY SCHOOL SIDDHARTHANAGAR, 48097",49.3,48.5,53.5,38.2,55.0,47.3,63,63,3,33,16,0,52,11,82.5
"Rupandehi, Lumbini, Western",Terai,4050,"GALAXY ENGLISH BOARDING HIGH SCHOOL PARROHA, 48098",50.3,51.5,59.8,41.0,49.4,49.9,48,48,1,30,14,0,45,3,93.8
"Rupandehi, Lumbini, Western",Terai,4051,"LITTLE FLOWER ENGLISH HIGH SCHOOL SHANKARNAGAR, 48099",52.5,44.8,66.2,30.0,52.3,52.7,26,26,2,11,7,0,20,6,76.9
"Rupandehi, Lumbini, Western",Terai,4052,"SIDDHARTHA MEMORIAL ACADEMY DUDHARAKSHA, 48100",32.5,53.4,31.4,34.1,48.8,45.3,54,54,1,11,10,0,22,32,40.7
"Rupandehi, Lumbini, Western",Terai,4053,"GREEN PLANT ENGLISH HIGH SCHOOL DEVDAHA, 48101",55.6,56.0,60.1,55.1,65.9,55.4,57,57,13,31,10,0,54,3,94.7
"Rupandehi, Lumbini, Western",Terai,4054,"JANA KALYAN MA VI DUDHARAKSH BHARATPUR, 48102",24.7,44.9,35.0,30.7,47.1,42.0,64,64,0,8,22,0,30,34,46.9
"Rupandehi, Lumbini, Western",Terai,4055,"BHAINSAHI MA VI RUDRAPUR BHAINSAHI, 48103",15.8,48.7,23.2,21.3,43.7,35.9,26,26,0,1,2,0,3,23,11.5
"Rupandehi, Lumbini, Western",Terai,4056,"CRYSTAL KNOWLEDGE ACADEMY MANGALPUR, 48104",49.9,47.5,46.2,29.9,52.8,48.4,35,35,0,16,10,0,26,9,74.3
"Rupandehi, Lumbini, Western",Terai,4057,"ST JOSEPH ENGLISH HIGH SCHOOL BHALWARI, 48105",53.0,49.1,70.8,42.4,58.5,51.7,45,45,3,28,12,1,44,1,97.8
"Rupandehi, Lumbini, Western",Terai,4058,"MANAKAMANA ENGLISH HIGH SCHOOL SIDDHARTHA NAGAR, 48106",57.2,61.5,64.1,55.8,59.4,61.2,17,17,4,12,1,0,17,0,100.0
"Rupandehi, Lumbini, Western",Terai,4059,"MONTESSORI MEMORIAL BOARDING HIGH SCHOOL, 48107",49.9,49.5,52.3,41.4,57.4,50.5,19,19,1,12,4,0,17,2,89.5
"Rupandehi, Lumbini, Western",Terai,4060,"JANATA MA VI ORWALIYA MARCHWAR, 48108",17.3,40.7,24.1,26.8,39.1,39.3,71,71,0,1,5,0,6,65,8.5
"Rupandehi, Lumbini, Western",Terai,4061,"SIDDHI VINAYAK MA VI SEMLAR, 48109",40.3,54.8,37.3,35.7,49.5,42.6,18,18,0,5,7,0,12,6,66.7
"Rupandehi, Lumbini, Western",Terai,4062,"SCHOLARS HOME ENGLISH BOARDING SCHOOL BUTWAL, 48110",48.3,54.4,56.6,38.3,59.9,49.2,26,26,1,12,10,0,23,3,88.5
"Rupandehi, Lumbini, Western",Terai,4063,"KHUDABAGAR MA VI KHUDABAGAR, 48111",29.7,35.4,32.7,28.7,34.8,34.9,33,33,0,0,13,4,17,16,51.5
"Rupandehi, Lumbini, Western",Terai,4064,"CHILHIYA MA VI CHILHIYA, 48112",25.9,54.0,34.8,28.4,44.0,39.2,21,21,0,1,11,0,12,9,57.1
"Rupandehi, Lumbini, Western",Terai,4065,"SHINING STAR ENGLISH BOARDING SCHOOL DEEP NAGAR, 48113",50.9,53.6,62.4,48.2,63.0,49.3,32,32,5,18,6,0,29,3,90.6
"Rupandehi, Lumbini, Western",Terai,4066,"JOGADA MA VI JOGADA, 48114",27.5,34.0,31.0,26.3,37.4,34.5,44,44,0,0,12,10,22,22,50.0
"Rupandehi, Lumbini, Western",Terai,4067,"SUN MODEL ENGLISH BOARDING SCHOOL RUDRAPUR, 48115",50.1,66.9,77.7,54.6,64.1,57.6,15,15,1,14,0,0,15,0,100.0
"Rupandehi, Lumbini, Western",Terai,4068,"JAN JAGRITI MA VI JOGIKUTI SHANKAR NAGAR, 48116",26.9,50.5,36.4,35.6,41.4,43.7,64,64,0,10,20,0,30,34,46.9
"Rupandehi, Lumbini, Western",Terai,4069,"ADARSHA VIDYA MANDIR BUTWAL, 48117",25.5,43.0,30.6,26.4,46.0,39.2,28,27,0,5,9,0,14,13,51.9
"Rupandehi, Lumbini, Western",Terai,4070,"NEW VISION PUBLIC HIGH SCHOOL SAURAHA PHARSATIKAR, 48118",28.5,44.2,33.8,35.0,47.4,39.0,53,53,0,12,11,0,23,30,43.4
"Rupandehi, Lumbini, Western",Terai,4071,"NEPAL NALANDA SECONDARY BOARDING SCHOOL SIDDHARTHA, 48119",47.1,50.5,53.3,40.0,57.8,51.9,20,20,0,11,7,0,18,2,90.0
"Rupandehi, Lumbini, Western",Terai,4072,"SANSKRIT VIDHYASRAM SHANTINAGAR, 48120",62.8,57.4,49.6,53.6,45.0,28.4,5,5,0,2,1,2,5,0,100.0
"Rupandehi, Lumbini, Western",Terai,4073,"TILOTTAMA ENGLISH SECONDARY SCHOOL SAU PHARSATIKAR, 48121",30.8,46.1,22.0,29.9,46.4,39.1,86,86,0,11,14,0,25,61,29.1
"Rupandehi, Lumbini, Western",Terai,4074,"ATOM MODEL ENGLISH BOARDING SCHOOL BUTWAL, 48122",49.6,57.1,48.2,34.7,44.8,49.0,20,20,0,8,6,0,14,6,70.0
"Rupandehi, Lumbini, Western",Terai,4075,"DEVDAHA MA VI DEVDAHA-5, 48123",26.7,53.2,25.2,34.6,55.5,51.0,79,79,0,16,12,0,28,51,35.4
"Rupandehi, Lumbini, Western",Terai,4076,"SIDDHARTHA VISHWAJYOTI ENGLISH BOARDING HIGH SCHOOL, 48124",46.6,42.8,54.4,36.6,50.6,51.2,25,25,0,12,11,0,23,2,92.0
"Rupandehi, Lumbini, Western",Terai,4077,"AMAR JYOTI ENGLISH MEDIUM SCHOOL BHAIRAHAWA, 48125",58.2,66.7,69.5,58.9,68.0,55.6,38,38,11,27,0,0,38,0,100.0
"Rupandehi, Lumbini, Western",Terai,4078,"A R D MODEL ENGLISH SECONDARY SCHOOL SIDDHARTHANAGAR, 48126",47.9,49.6,56.9,49.1,54.7,49.4,18,18,2,8,6,1,17,1,94.4
"Rupandehi, Lumbini, Western",Terai,4079,"C B PUBLIC SCHOOL NEWROAD, 48127",47.1,47.1,56.3,41.3,61.1,50.3,15,15,1,9,2,0,12,3,80.0
"Rupandehi, Lumbini, Western",Terai,4080,"LITTLE STAR BOARDING HIGH SCHOOL MADHAWALLYA, 48128",44.7,48.3,54.3,36.2,51.9,41.6,29,29,0,10,17,1,28,1,96.6
"Rupandehi, Lumbini, Western",Terai,4081,"SAGARMATHA ENGLISH BOARDING HIGH SCHOOL SHITALNAGAR, 48129",55.9,60.2,62.1,54.5,62.1,55.5,51,51,14,30,7,0,51,0,100.0
"Rupandehi, Lumbini, Western",Terai,4082,"MUNAL ENGLISH BOARDING SCHOOL BUTWAL-8, 48130",63.5,61.5,72.5,45.5,61.5,59.9,11,11,2,9,0,0,11,0,100.0
"Rupandehi, Lumbini, Western",Terai,4083,"PASHCHIMANCHAL ENGLISH SCHOOL SIDDHARTHANAGAR, 48131",60.2,52.8,70.5,49.2,55.4,55.8,13,13,0,13,0,0,13,0,100.0
"Rupandehi, Lumbini, Western",Terai,4084,"RAMAPUR REVIVAL ENGLISH BOARDING SCHOOL, 48132",44.5,49.6,65.4,44.5,61.5,53.2,11,11,0,9,2,0,11,0,100.0
"Rupandehi, Lumbini, Western",Terai,4085,"CHHOTAKI RAMNAGAR MA VI CHHOTAKI, 48133",23.2,34.1,26.9,20.3,31.6,36.9,27,27,0,0,5,1,6,21,22.2
"Rupandehi, Lumbini, Western",Terai,4086,"SHREE BUDDHA ENGLISH SCHOOL DUDHARAKSHYA, 48134",24.9,43.8,42.4,28.8,40.5,45.0,44,44,0,7,16,1,24,19,54.5
"Rupandehi, Lumbini, Western",Terai,4087,"BUDDHA DEEP ENGLISH BOARDING SCHOOL RUDRAPUR, 48135",45.9,72.3,60.1,44.1,65.1,57.1,7,7,0,7,0,0,7,0,100.0
"Rupandehi, Lumbini, Western",Terai,4088,"NEW ERA ENGLISH BOARDING SCHOOL PVT LTD SIDDHARTHANAG, 48136",50.1,47.7,46.7,43.7,55.1,53.0,23,23,1,12,8,0,21,2,91.3
"Rupandehi, Lumbini, Western",Terai,4089,"DURGA BHAWANI SECONDARY SCHOOL PARROHA RANIBAGIA, 48137",23.9,37.1,27.9,26.9,39.9,44.2,27,27,0,2,6,1,9,18,33.3
"Rupandehi, Lumbini, Western",Terai,4090,"SHANTA JYOTI ENGLISH BOARDING SCHOOL DAYANAGAR DURGA, 48138",46.8,56.3,53.8,37.8,54.9,39.9,18,18,1,9,6,1,17,1,94.4
"Rupandehi, Lumbini, Western",Terai,4091,"BUTWAL PUBLIC SCHOOL SHANKAR NAGAR, 48139",57.8,62.8,75.7,48.7,57.5,50.3,6,6,0,6,0,0,6,0,100.0
"Rupandehi, Lumbini, Western",Terai,4092,"KASHI JUNIOR ACADEMY SIDDHARTHANAGAR, 48140",65.5,75.2,74.7,62.0,73.2,61.8,6,6,4,2,0,0,6,0,100.0
"Rupandehi, Lumbini, Western",Terai,4093,"LORD GAUTAM BUDDHA ENGLSIH BOARDING HIGH SCHOOL PADS, 48141",47.8,42.8,50.9,36.7,49.6,49.8,12,12,0,5,3,0,8,4,66.7
"Rupandehi, Lumbini, Western",Terai,4094,"SKYLAND  ENGLISH HIGH SCHOOL, 48142",53.5,63.2,44.7,38.2,56.3,49.2,6,6,0,3,2,0,5,1,83.3
"Rupandehi, Lumbini, Western",Terai,4095,"OXFORD MODERN ENGLISH HIGH SCHOOL GAJEDI, 48143",43.3,65.8,74.2,45.9,59.6,54.7,9,9,2,5,2,0,9,0,100.0
"Rupandehi, Lumbini, Western",Terai,4096,"SAINA MAINA MEMORIAL SCHOOL PARROHA, 48144",40.9,57.1,53.9,38.1,52.7,54.9,7,7,0,4,3,0,7,0,100.0
"Rupandehi, Lumbini, Western",Terai,4097,"LITTLE ROSE BOARDING SCHOOL GAJEDI, 48145",50.5,67.2,62.8,52.3,57.4,57.6,10,10,1,8,1,0,10,0,100.0
"Rupandehi, Lumbini, Western",Terai,4098,"KALIKA PUBLIC HIGH SCHOOL BETHARI, 48146",51.4,48.9,64.1,48.5,58.0,45.6,8,8,1,4,3,0,8,0,100.0
"Rupandehi, Lumbini, Western",Terai,4099,"BUDDHA GYAN NIKETAN ENGLISH BOARDING HIGH SCHOOL, 48147",39.6,48.0,38.4,35.9,45.7,45.1,15,15,0,5,3,0,8,7,53.3
"Rupandehi, Lumbini, Western",Terai,4100,"HASANAPUR SECONDARY SCHOOL HASANAPUR, 48148",17.5,44.8,37.2,24.6,38.3,45.8,31,31,0,0,6,0,6,25,19.4
"Rupandehi, Lumbini, Western",Terai,4101,"BHU PU SAINIK HILLSIDE ENGLISH BOARDING SCHOOL, 48149",22.4,47.6,18.4,29.4,26.5,37.7,16,16,0,2,0,0,2,14,12.5
"Rupandehi, Lumbini, Western",Terai,4102,"SUNGABHA PUBLIC SCHOOL PARROHA MURGIYA, 48150",40.4,53.2,56.5,37.9,47.9,40.4,45,44,0,23,17,0,40,4,90.9
"Rupandehi, Lumbini, Western",Terai,4103,"MOTHERLAND ENGLISH SCHOOL MOTIPUR-2, 48151",49.3,58.6,58.3,37.8,60.4,44.0,9,9,0,7,0,0,7,2,77.8
"Rupandehi, Lumbini, Western",Terai,4104,"MANAVE GYAN MA VI BUTWAL RAMNAGAR, 48152",24.8,41.4,22.0,28.6,44.6,37.7,78,78,0,1,14,5,20,58,25.6
"Rupandehi, Lumbini, Western",Terai,4105,"DURGA VAIDIK SANSKRIT VIDYAPITH SHANKAR NAGAR, 48153",62.7,41.7,44.5,51.7,43.8,36.0,6,6,0,0,5,0,5,1,83.3
"Kapilbastu, Lumbini, Western",Terai,4106,"PRIVATE KAPILVASTU, 49000",22.9,31.5,21.5,21.7,33.9,41.3,46,37,0,0,18,0,18,19,48.6
"Kapilbastu, Lumbini, Western",Terai,4107,"TOULESHWAR NATH SAN MA VI TOULIHAWA, 49001",16.0,33.8,26.3,24.8,35.1,40.7,52,52,0,0,5,0,5,47,9.6
"Kapilbastu, Lumbini, Western",Terai,4108,"SHREE PANCH RATNA RAJYA LAXMI MA VI TOULIHAWA, 49002",18.5,40.0,21.6,24.1,44.0,37.1,78,77,0,4,8,0,12,65,15.6
"Kapilbastu, Lumbini, Western",Terai,4109,"JANAKI MA VI MAHARAJGUNJ, 49003",25.9,42.0,37.5,32.8,31.8,45.2,114,114,0,5,53,7,65,49,57.0
"Kapilbastu, Lumbini, Western",Terai,4110,"BUDDHA PADMA MA VI TOULIHAWA, 49004",23.4,36.5,21.5,22.4,39.9,52.6,91,90,0,1,19,0,20,70,22.2
"Kapilbastu, Lumbini, Western",Terai,4111,"YASHODHARA MA VI TOULIHAWA, 49005",15.4,33.1,14.9,21.1,36.0,30.6,42,38,0,0,5,0,5,33,13.2
"Kapilbastu, Lumbini, Western",Terai,4112,"CHHATRAPALI TIRTHA DEVI MA VI PAKADI, 49006",17.4,38.8,37.3,26.2,41.3,36.2,35,35,0,0,3,1,4,31,11.4
"Kapilbastu, Lumbini, Western",Terai,4113,"JANATA MA VI PIPARA, 49007",29.8,47.2,29.3,27.2,38.4,38.8,101,101,0,4,38,7,49,51,48.5
"Kapilbastu, Lumbini, Western",Terai,4114,"NEPAL ADARSHA MA VI SHIWAPUR, 49008",37.7,48.9,35.4,33.6,49.5,44.0,79,78,0,15,37,0,52,26,66.7
"Kapilbastu, Lumbini, Western",Terai,4115,"BHUWANESHWARI MA VI JAGDISHPUR, 49009",29.6,50.3,38.9,35.2,44.8,45.2,40,40,0,7,18,0,25,15,62.5
"Kapilbastu, Lumbini, Western",Terai,4116,"RAM GORKHA MA VI BAHADURGUNJ, 49010",32.3,51.3,43.9,33.3,45.0,38.2,41,41,0,5,26,8,39,2,95.1
"Kapilbastu, Lumbini, Western",Terai,4117,"BANGANGA MA VI SIDDHIPUR, 49011",25.2,47.1,24.9,35.3,39.8,39.8,155,155,0,8,39,1,48,107,31.0
"Kapilbastu, Lumbini, Western",Terai,4118,"SHREE PAANCH MAHENDRA MA VI KRISHNANAGAR, 49012",24.7,42.1,39.5,37.4,36.2,47.4,43,43,0,1,19,1,21,22,48.8
"Kapilbastu, Lumbini, Western",Terai,4119,"SIDDHARTHA SMARAK MA VI BHELAI MAHENDRAKOT, 49013",32.7,45.8,30.4,29.6,35.2,38.6,59,59,0,4,30,3,37,22,62.7
"Kapilbastu, Lumbini, Western",Terai,4120,"HEM RAJ MA VI HATHAUSA, 49014",23.8,43.4,34.2,28.6,36.5,40.4,132,132,0,11,47,2,60,72,45.5
"Kapilbastu, Lumbini, Western",Terai,4121,"JANA JYOTI MA VI MOTIPUR, 49015",25.9,46.2,24.0,32.3,34.3,47.0,114,113,0,4,29,4,37,76,32.7
"Kapilbastu, Lumbini, Western",Terai,4122,"KANAKMUNI MA VI SHRINAGAR, 49016",25.8,43.8,30.9,26.8,36.7,39.3,67,67,0,0,30,5,35,32,52.2
"Kapilbastu, Lumbini, Western",Terai,4123,"BHRIKUTI MA VI BUDDHI KARNAULIYA, 49017",25.5,39.8,33.6,27.4,35.3,40.1,68,66,0,1,23,11,35,31,53.0
"Kapilbastu, Lumbini, Western",Terai,4124,"JAN KALYAN MA VI BARKULPUR, 49018",27.7,46.3,41.1,33.0,45.2,50.9,58,58,0,5,36,4,45,12,77.6
"Kapilbastu, Lumbini, Western",Terai,4125,"TRIBHUVAN ADARSHA MA VI BANDA PIPARI, 49019",24.8,35.8,24.7,25.7,39.4,36.0,29,28,0,0,9,0,9,19,32.1
"Kapilbastu, Lumbini, Western",Terai,4126,"SHREE PANCH MAHENDRA MA VI KOPAWA, 49020",31.7,44.0,31.9,34.3,45.3,42.5,97,97,1,9,31,1,42,55,43.3
"Kapilbastu, Lumbini, Western",Terai,4127,"ANIRUDDHA PUBLIC MA VI BAIDAULI, 49021",18.7,30.0,11.2,19.3,34.3,49.0,32,30,0,1,1,0,2,28,6.7
"Kapilbastu, Lumbini, Western",Terai,4128,"GAUTAM BUDDHA MA VI GORUSINGHE, 49022",26.5,44.2,36.5,28.9,39.2,39.4,66,66,0,4,34,1,39,27,59.1
"Kapilbastu, Lumbini, Western",Terai,4129,"SHUDDODAN JAN JIWAN MA VI JINUWA BHALWAD, 49023",33.3,48.3,38.8,37.5,50.6,47.2,69,69,0,8,53,0,61,8,88.4
"Kapilbastu, Lumbini, Western",Terai,4130,"SUN SHINE BOARDING HIGH SCHOOL TAULIHAWA, 49024",46.1,47.1,44.9,37.5,48.7,44.9,32,32,0,16,6,0,22,10,68.8
"Kapilbastu, Lumbini, Western",Terai,4131,"NEPAL RASTRIYA MA VI RANAGAI, 49025",26.2,45.1,28.5,30.0,42.5,48.6,33,33,0,3,7,0,10,23,30.3
